,observed,value
104,2024-12-05 08:00:00+00:00,3.1833333333333336
105,2024-12-05 09:00:00+00:00,3.85
106,2024-12-05 10:00:00+00:00,4.383333333333333
107,2024-12-05 11:00:00+00:00,5.083333333333333
108,2024-12-05 12:00:00+00:00,5.133333333333334
109,2024-12-05 13:00:00+00:00,4.9
110,2024-12-05 14:00:00+00:00,4.75
111,2024-12-05 15:00:00+00:00,4.816666666666666
112,2024-12-05 16:00:00+00:00,4.966666666666667
113,2024-12-05 17:00:00+00:00,5.016666666666667
114,2024-12-05 18:00:00+00:00,4.6499999999999995
115,2024-12-05 19:00:00+00:00,4.383333333333334
116,2024-12-05 20:00:00+00:00,4.4
117,2024-12-05 21:00:00+00:00,4.316666666666666
118,2024-12-05 22:00:00+00:00,4.416666666666667
119,2024-12-05 23:00:00+00:00,4.5
120,2024-12-06 00:00:00+00:00,4.4
121,2024-12-06 01:00:00+00:00,4.333333333333333
122,2024-12-06 02:00:00+00:00,4.166666666666667
123,2024-12-06 03:00:00+00:00,4.183333333333334
124,2024-12-06 04:00:00+00:00,4.3
125,2024-12-06 05:00:00+00:00,4.466666666666667
126,2024-12-06 06:00:00+00:00,4.2
127,2024-12-06 07:00:00+00:00,4.1499999999999995
128,2024-12-06 08:00:00+00:00,4.25
129,2024-12-06 09:00:00+00:00,4.483333333333333
130,2024-12-06 10:00:00+00:00,4.516666666666667
131,2024-12-06 11:00:00+00:00,4.416666666666667
132,2024-12-06 12:00:00+00:00,4.5
133,2024-12-06 13:00:00+00:00,4.4
134,2024-12-06 14:00:00+00:00,4.333333333333333
135,2024-12-06 15:00:00+00:00,4.283333333333333
136,2024-12-06 16:00:00+00:00,4.1499999999999995
137,2024-12-06 17:00:00+00:00,3.8833333333333333
138,2024-12-06 18:00:00+00:00,3.9
139,2024-12-06 19:00:00+00:00,3.9
140,2024-12-06 20:00:00+00:00,3.9
141,2024-12-06 21:00:00+00:00,3.8833333333333333
142,2024-12-06 22:00:00+00:00,3.783333333333333
143,2024-12-06 23:00:00+00:00,3.6833333333333336
144,2024-12-07 00:00:00+00:00,3.7000000000000006
145,2024-12-07 01:00:00+00:00,3.6666666666666665
146,2024-12-07 02:00:00+00:00,3.6
147,2024-12-07 03:00:00+00:00,3.766666666666667
148,2024-12-07 04:00:00+00:00,4.1000000000000005
149,2024-12-07 05:00:00+00:00,4.3500000000000005
150,2024-12-07 06:00:00+00:00,4.55
151,2024-12-07 07:00:00+00:00,4.6
152,2024-12-07 08:00:00+00:00,4.766666666666667
153,2024-12-07 09:00:00+00:00,5.216666666666667
154,2024-12-07 10:00:00+00:00,5.266666666666667
155,2024-12-07 11:00:00+00:00,5.3
156,2024-12-07 12:00:00+00:00,5.316666666666666
157,2024-12-07 13:00:00+00:00,5.2
158,2024-12-07 14:00:00+00:00,5.1499999999999995
159,2024-12-07 15:00:00+00:00,5.3
160,2024-12-07 16:00:00+00:00,5.3500000000000005
161,2024-12-07 17:00:00+00:00,5.45
162,2024-12-07 18:00:00+00:00,5.566666666666666
163,2024-12-07 19:00:00+00:00,5.7
164,2024-12-07 20:00:00+00:00,5.8
165,2024-12-07 21:00:00+00:00,5.683333333333334
166,2024-12-07 22:00:00+00:00,5.7
167,2024-12-07 23:00:00+00:00,5.7
168,2024-12-08 00:00:00+00:00,5.6
